filename,width,height,class,xmin,ymin,xmax,ymax
KLD6BF~1.JPG,2000,1500,plastic,1121,1430,1280,1500
KLD6BF~1.JPG,2000,1500,plastic,1291,201,1401,310
KLD6BF~1.JPG,2000,1500,plastic,1282,663,1347,714
KLD6BF~1.JPG,2000,1500,plastic,1826,747,1900,822
KLD6BF~1.JPG,2000,1500,plastic,0,904,139,1066
KLD6BF~1.JPG,2000,1500,plastic,68,1203,259,1349
KLB14E~1.JPG,2000,1500,plastic,483,1261,548,1329
KLB14E~1.JPG,2000,1500,plastic,605,1265,651,1310
KLB14E~1.JPG,2000,1500,plastic,1608,133,1636,156
KLAC61~1.JPG,2000,1500,plastic,1075,20,1337,184
KLAC61~1.JPG,2000,1500,plastic,844,83,883,137
KLAC61~1.JPG,2000,1500,plastic,540,772,583,844
KLAC61~1.JPG,2000,1500,plastic,917,1185,1018,1276
KLAC61~1.JPG,2000,1500,plastic,1631,1371,1775,1488
KLAC61~1.JPG,2000,1500,plastic,1762,125,1863,177
KLAC61~1.JPG,2000,1500,plastic,1773,37,1825,95
KLDD59~1.JPG,2000,1500,plastic,750,0,841,45
KLDD59~1.JPG,2000,1500,plastic,1104,801,1142,858
KL1899~1.JPG,2000,1500,plastic,688,3,720,112
KL1899~1.JPG,2000,1500,plastic,622,529,663,631
KL1899~1.JPG,2000,1500,plastic,329,1047,419,1137
KL1899~1.JPG,2000,1500,plastic,980,523,1048,586
KL1899~1.JPG,2000,1500,plastic,711,808,735,839
KL1899~1.JPG,2000,1500,plastic,989,659,1038,737
KL1899~1.JPG,2000,1500,plastic,1665,621,1707,657
KL1899~1.JPG,2000,1500,plastic,1650,275,1683,316
KL1899~1.JPG,2000,1500,plastic,1292,509,1334,558
KL1899~1.JPG,2000,1500,plastic,1377,693,1401,724
KL1899~1.JPG,2000,1500,plastic,556,1349,605,1390
KL1899~1.JPG,2000,1500,plastic,682,1363,704,1376
KL1899~1.JPG,2000,1500,plastic,155,1484,176,1499
KLFF88~1.JPG,2000,1500,plastic,1004,295,1126,414
KLFF88~1.JPG,2000,1500,plastic,1275,227,1372,324
KLFF88~1.JPG,2000,1500,plastic,1266,679,1346,740
KLFF88~1.JPG,2000,1500,plastic,679,1178,970,1435
KLFF88~1.JPG,2000,1500,plastic,1130,1439,1307,1500
KLFF88~1.JPG,2000,1500,plastic,572,698,697,786
KLFF88~1.JPG,2000,1500,plastic,670,930,754,1010
KLFF88~1.JPG,2000,1500,plastic,0,900,151,1073
KLFF88~1.JPG,2000,1500,plastic,0,298,146,546
KLFF88~1.JPG,2000,1500,plastic,92,1203,266,1391
KLFF88~1.JPG,2000,1500,plastic,1823,765,1894,846
KL67B3~1.JPG,2000,1500,plastic,765,898,805,1009
KL67B3~1.JPG,2000,1500,plastic,1765,1208,1809,1253
KL7349~1.JPG,2000,1500,plastic,77,1085,229,1207
KL7883~1.JPG,2000,1500,plastic,370,826,421,949
KL7883~1.JPG,2000,1500,plastic,161,1268,186,1298
KL7883~1.JPG,2000,1500,plastic,171,386,228,476
KL7883~1.JPG,2000,1500,plastic,367,830,424,942
KL207D~1.JPG,2000,1500,plastic,1013,1425,1089,1500
KL1504~1.JPG,2000,1500,plastic,695,241,762,322
KL1504~1.JPG,2000,1500,plastic,1769,296,1860,350
KL1504~1.JPG,2000,1500,plastic,1649,123,1691,168
KL1504~1.JPG,2000,1500,plastic,993,450,1086,524
KL1504~1.JPG,2000,1500,plastic,292,547,317,569
KL1504~1.JPG,2000,1500,plastic,273,556,302,588
KL1504~1.JPG,2000,1500,plastic,240,821,299,870
KL1504~1.JPG,2000,1500,plastic,643,955,679,981
KL1504~1.JPG,2000,1500,plastic,1127,1117,1152,1152
KL1504~1.JPG,2000,1500,plastic,986,1047,1066,1093
KL1504~1.JPG,2000,1500,plastic,1302,1290,1345,1345
KL1504~1.JPG,2000,1500,plastic,1360,130,1453,175
KL1504~1.JPG,2000,1500,plastic,467,1068,510,1097
KLD6BF~1.JPG,2000,1500,plastic,988,271,1114,373
KLD6BF~1.JPG,2000,1500,plastic,1281,189,1390,307
KLD6BF~1.JPG,2000,1500,plastic,0,911,117,1069
KLD6BF~1.JPG,2000,1500,plastic,325,58,412,190
KLD6BF~1.JPG,2000,1500,plastic,555,682,676,775
KLD6BF~1.JPG,2000,1500,plastic,1241,586,1370,734
KLD6BF~1.JPG,2000,1500,plastic,1831,736,1921,840
KLD6BF~1.JPG,2000,1500,plastic,0,1216,245,1425
KLD6BF~1.JPG,2000,1500,plastic,697,1176,967,1421
KLD6BF~1.JPG,2000,1500,plastic,1112,1441,1306,1500
KLD6BF~1.JPG,2000,1500,plastic,0,247,203,549
KL5DEC~1.JPG,2000,1500,plastic,1850,75,1898,113
KL5DEC~1.JPG,2000,1500,plastic,1885,59,1908,89
KL5DEC~1.JPG,2000,1500,plastic,1731,1074,1802,1162
KL5DEC~1.JPG,2000,1500,plastic,1636,1404,1688,1442
KLDCC1~1.JPG,2000,1500,plastic,683,421,750,525
KLDCC1~1.JPG,2000,1500,plastic,34,1159,106,1236
KLDCC1~1.JPG,2000,1500,plastic,23,1329,85,1386
KLDCC1~1.JPG,2000,1500,plastic,47,572,77,605
KLDCC1~1.JPG,2000,1500,plastic,962,1068,981,1097
KLDCC1~1.JPG,2000,1500,plastic,951,1085,1050,1144
KLDCC1~1.JPG,2000,1500,plastic,876,907,935,956
KLDCC1~1.JPG,2000,1500,plastic,809,987,850,1039
KLDCC1~1.JPG,2000,1500,plastic,821,318,859,398
KLDCC1~1.JPG,2000,1500,plastic,763,350,795,392
KLDCC1~1.JPG,2000,1500,plastic,399,260,441,330
KLDCC1~1.JPG,2000,1500,plastic,81,220,148,262
KLDCC1~1.JPG,2000,1500,plastic,1002,1394,1069,1490
KL9164~1.JPG,2000,1500,plastic,421,1276,476,1321
KL9164~1.JPG,2000,1500,plastic,1664,1312,2000,1489
KL9164~1.JPG,2000,1500,plastic,1260,69,1328,133
KL3155~1.JPG,2000,1500,plastic,627,72,701,144
KL145F~1.JPG,2000,1500,plastic,673,94,708,129
KL145F~1.JPG,2000,1500,plastic,632,50,660,76
KL145F~1.JPG,2000,1500,plastic,722,198,760,259
KL145F~1.JPG,2000,1500,plastic,654,1004,705,1039
KL145F~1.JPG,2000,1500,plastic,685,1019,730,1083
KL145F~1.JPG,2000,1500,plastic,508,1105,608,1186
KL80E2~1.JPG,2000,1500,plastic,1734,308,1784,397
KL80E2~1.JPG,2000,1500,plastic,609,4,677,54
KL80E2~1.JPG,2000,1500,plastic,1311,63,1335,91
KL80E2~1.JPG,2000,1500,plastic,1262,482,1283,506
KL80E2~1.JPG,2000,1500,plastic,302,1249,364,1371
KL0179~1.JPG,2000,1500,plastic,729,505,829,563
KL8514~1.JPG,2000,1500,plastic,954,1401,1007,1486
KL398A~1.JPG,2000,1500,plastic,982,284,1111,407
KL398A~1.JPG,2000,1500,plastic,1286,219,1385,318
KL398A~1.JPG,2000,1500,plastic,649,1201,969,1476
KL398A~1.JPG,2000,1500,plastic,9,1270,204,1432
KL398A~1.JPG,2000,1500,plastic,0,938,186,1125
KL398A~1.JPG,2000,1500,plastic,539,719,665,804
KL398A~1.JPG,2000,1500,plastic,0,275,184,553
KL398A~1.JPG,2000,1500,plastic,1253,674,1359,750
KL398A~1.JPG,2000,1500,plastic,1851,772,1933,854
KLCABE~1.JPG,2000,1500,plastic,617,1123,739,1235
KLCABE~1.JPG,2000,1500,plastic,473,1195,569,1267
KLCABE~1.JPG,2000,1500,plastic,0,907,59,966
KLCABE~1.JPG,2000,1500,plastic,1094,1085,1264,1264
KLCABE~1.JPG,2000,1500,plastic,1279,1100,1348,1213
KLCABE~1.JPG,2000,1500,plastic,706,1273,820,1332
KLCABE~1.JPG,2000,1500,plastic,1319,849,1446,947
KLD951~1.JPG,2000,1500,plastic,617,270,692,343
KLD951~1.JPG,2000,1500,plastic,107,37,191,145
KLD951~1.JPG,2000,1500,plastic,0,1290,69,1352
KLD951~1.JPG,2000,1500,plastic,0,1446,63,1500
KLD99B~1.JPG,2000,1500,plastic,1887,585,1923,639
KLD99B~1.JPG,2000,1500,plastic,1167,1446,1190,1465
KLBF0E~1.JPG,2000,1500,plastic,325,289,441,338
KL6A9F~1.JPG,2000,1500,plastic,0,585,102,714
KL6A9F~1.JPG,2000,1500,plastic,159,197,199,233
KL6A9F~1.JPG,2000,1500,plastic,355,1245,499,1360
KL6A9F~1.JPG,2000,1500,plastic,12,909,63,961
KL6A9F~1.JPG,2000,1500,plastic,557,1251,707,1371
KL6A9F~1.JPG,2000,1500,plastic,1774,835,1865,934
KL6A9F~1.JPG,2000,1500,plastic,1713,935,1770,1002
KL6A9F~1.JPG,2000,1500,plastic,1951,763,2000,844
KL6A9F~1.JPG,2000,1500,plastic,1975,1287,2000,1342
KL6A9F~1.JPG,2000,1500,plastic,1614,418,1669,487
KL6A9F~1.JPG,2000,1500,plastic,870,246,951,291
KL6A9F~1.JPG,2000,1500,plastic,1598,680,1641,740
KL6A9F~1.JPG,2000,1500,plastic,1708,471,1756,541
KL6A9F~1.JPG,2000,1500,plastic,1771,632,1849,705
KL6A9F~1.JPG,2000,1500,plastic,1725,715,1785,785
KL85B7~1.JPG,2000,1500,plastic,289,1255,407,1361
KL85B7~1.JPG,2000,1500,plastic,488,1263,624,1375
KL85B7~1.JPG,2000,1500,plastic,472,1371,539,1410
KL85B7~1.JPG,2000,1500,plastic,472,1149,550,1242
KL85B7~1.JPG,2000,1500,plastic,571,1194,673,1299
KL85B7~1.JPG,2000,1500,plastic,89,195,126,235
KL85B7~1.JPG,2000,1500,plastic,807,249,933,319
KL85B7~1.JPG,2000,1500,plastic,1888,779,1960,860
KL85B7~1.JPG,2000,1500,plastic,1732,838,1813,935
KL85B7~1.JPG,2000,1500,plastic,1650,935,1704,998
KL85B7~1.JPG,2000,1500,plastic,1527,670,1584,742
KL85B7~1.JPG,2000,1500,plastic,1550,411,1616,495
KL85B7~1.JPG,2000,1500,plastic,1473,0,1530,31
KL85B7~1.JPG,2000,1500,plastic,1854,77,1902,126
KL85B7~1.JPG,2000,1500,plastic,1945,1113,2000,1254
KL85B7~1.JPG,2000,1500,plastic,1915,1248,2000,1392
KL85B7~1.JPG,2000,1500,plastic,1587,1408,1642,1474
KL85B7~1.JPG,2000,1500,plastic,1795,1430,1849,1491
KL85B7~1.JPG,2000,1500,plastic,1643,475,1691,545
KL334A~1.JPG,2000,1500,plastic,1962,370,2000,428
KL31C0~1.JPG,2000,1500,plastic,1741,71,1790,149
KL31C0~1.JPG,2000,1500,plastic,877,740,901,772
KL9C32~1.JPG,2000,1500,plastic,108,583,321,703
KL9C32~1.JPG,2000,1500,plastic,10,774,182,945
KL9C32~1.JPG,2000,1500,plastic,131,848,243,955
KL398A~1.JPG,2000,1500,plastic,985,288,1094,406
KL398A~1.JPG,2000,1500,plastic,1283,216,1390,334
KL398A~1.JPG,2000,1500,plastic,0,328,199,593
KL398A~1.JPG,2000,1500,plastic,300,94,381,190
KL398A~1.JPG,2000,1500,plastic,0,891,73,1102
KL398A~1.JPG,2000,1500,plastic,531,717,663,810
KL398A~1.JPG,2000,1500,plastic,1849,768,1921,861
KL398A~1.JPG,2000,1500,plastic,1266,685,1334,748
KL398A~1.JPG,2000,1500,plastic,833,1225,936,1395
KL398A~1.JPG,2000,1500,plastic,670,1326,915,1449
KL398A~1.JPG,2000,1500,plastic,5,1263,193,1451
KL9F1E~1.JPG,2000,1500,plastic,491,448,563,511
KL9F1E~1.JPG,2000,1500,plastic,1169,676,1268,760
KL9F1E~1.JPG,2000,1500,plastic,1186,899,1216,944
KL9F1E~1.JPG,2000,1500,plastic,1692,709,1779,779
KL9F1E~1.JPG,2000,1500,plastic,1914,550,1950,629
KL9F1E~1.JPG,2000,1500,plastic,1964,718,2000,781
KL9F1E~1.JPG,2000,1500,plastic,1864,751,1927,812
KL9F1E~1.JPG,2000,1500,plastic,1887,911,1920,936
KL9F1E~1.JPG,2000,1500,plastic,743,1390,770,1418
KL9F1E~1.JPG,2000,1500,plastic,578,1333,675,1388
KL9F1E~1.JPG,2000,1500,plastic,602,1432,638,1465
KL9F1E~1.JPG,2000,1500,plastic,310,1146,341,1186
KL9F1E~1.JPG,2000,1500,plastic,288,230,352,315
KL9F1E~1.JPG,2000,1500,plastic,396,143,433,171
KL9F1E~1.JPG,2000,1500,plastic,92,692,119,719
KL9F1E~1.JPG,2000,1500,plastic,934,1026,976,1075
KL9F1E~1.JPG,2000,1500,plastic,581,1199,599,1222
KL9F1E~1.JPG,2000,1500,plastic,677,1239,724,1269
KLB14E~1.JPG,2000,1500,plastic,486,1264,548,1309
KLB14E~1.JPG,2000,1500,plastic,1608,139,1631,161
KL949D~1.JPG,2000,1500,plastic,333,140,354,161
KL949D~1.JPG,2000,1500,plastic,1122,94,1189,139
KL949D~1.JPG,2000,1500,plastic,617,745,656,789
KL949D~1.JPG,2000,1500,plastic,10,200,31,217
KLA280~1.JPG,2000,1500,plastic,1945,1133,1988,1191
KLA280~1.JPG,2000,1500,plastic,33,782,90,833
KLE178~1.JPG,2000,1500,plastic,1486,825,1562,897
KLB026~1.JPG,2000,1500,plastic,1030,668,1097,780
KLB026~1.JPG,2000,1500,plastic,827,74,869,107
KL31AB~1.JPG,2000,1500,plastic,537,1279,583,1327
KLDAA3~1.JPG,2000,1500,plastic,1583,294,1659,408
KLDAA3~1.JPG,2000,1500,plastic,228,1447,279,1500
KLF045~1.JPG,2000,1500,plastic,1594,909,1612,1021
KL87CE~1.JPG,2000,1500,plastic,634,719,712,795
KL87CE~1.JPG,2000,1500,plastic,72,297,111,340
KL87CE~1.JPG,2000,1500,plastic,725,0,758,45
KL83A1~1.JPG,2000,1500,plastic,0,1149,64,1212
KL83A1~1.JPG,2000,1500,plastic,1316,1487,1373,1500
KL4AFA~1.JPG,2000,1500,plastic,1753,115,1819,172
KL4AFA~1.JPG,2000,1500,plastic,1376,585,1449,669
KL4AFA~1.JPG,2000,1500,plastic,1147,613,1180,640
KL4AFA~1.JPG,2000,1500,plastic,1168,868,1216,929
KL4AFA~1.JPG,2000,1500,plastic,557,1270,611,1322
KLF4E6~1.JPG,2000,1500,plastic,818,957,876,1021
KLF4E6~1.JPG,2000,1500,plastic,830,1356,900,1399
KL0EB6~1.JPG,2000,1500,plastic,366,302,456,347
KL0EB6~1.JPG,2000,1500,plastic,455,862,503,920
KL0EB6~1.JPG,2000,1500,plastic,557,827,587,864
KLB0CA~1.JPG,2000,1500,plastic,48,581,74,604
KLB0CA~1.JPG,2000,1500,plastic,1871,1185,1899,1203
KLBDB1~1.JPG,2000,1500,plastic,550,473,612,533
KL9164~1.JPG,2000,1500,plastic,1656,1300,1999,1493
KL9164~1.JPG,2000,1500,plastic,1137,1243,1221,1312
KL9164~1.JPG,2000,1500,plastic,1246,61,1337,136
KL9164~1.JPG,2000,1500,plastic,357,466,394,497
KL9164~1.JPG,2000,1500,plastic,643,683,745,758
KL9164~1.JPG,2000,1500,plastic,816,724,853,761
KL9164~1.JPG,2000,1500,plastic,741,570,808,642
KL9164~1.JPG,2000,1500,plastic,1710,92,1780,183
KL9164~1.JPG,2000,1500,plastic,1928,4,1967,32
KL0911~1.JPG,2000,1500,plastic,1718,1169,1790,1227
KLF22E~1.JPG,2000,1500,plastic,1023,279,1158,394
KLF22E~1.JPG,2000,1500,plastic,1307,222,1412,306
KLF22E~1.JPG,2000,1500,plastic,1306,665,1363,719
KLF22E~1.JPG,2000,1500,plastic,608,680,723,756
KLF22E~1.JPG,2000,1500,plastic,12,877,220,1064
KLF22E~1.JPG,2000,1500,plastic,0,848,87,974
KLF22E~1.JPG,2000,1500,plastic,0,240,229,523
KLF22E~1.JPG,2000,1500,plastic,1842,736,1915,817
KLF22E~1.JPG,2000,1500,plastic,725,1138,1023,1400
KLF22E~1.JPG,2000,1500,plastic,47,1155,328,1368
KLF22E~1.JPG,2000,1500,plastic,716,909,789,961
KLF22E~1.JPG,2000,1500,plastic,1129,1403,1297,1500
KLAE85~1.JPG,2000,1500,plastic,11,342,65,373
KLAE85~1.JPG,2000,1500,plastic,678,1014,703,1050
KLE9C1~1.JPG,2000,1500,plastic,1363,860,1400,902
KL30ED~1.JPG,2000,1500,plastic,1294,677,1440,790
KL30ED~1.JPG,2000,1500,plastic,1287,932,1392,1054
KL30ED~1.JPG,2000,1500,plastic,253,463,403,571
KL30ED~1.JPG,2000,1500,plastic,106,469,206,531
KL30ED~1.JPG,2000,1500,plastic,32,577,99,610
KL30ED~1.JPG,2000,1500,plastic,0,0,93,100
KL30ED~1.JPG,2000,1500,plastic,0,673,68,710
KL30ED~1.JPG,2000,1500,plastic,868,1019,961,1065
KL30ED~1.JPG,2000,1500,plastic,1035,953,1101,1035
KL30ED~1.JPG,2000,1500,plastic,965,1016,1036,1056
KL30ED~1.JPG,2000,1500,plastic,657,1390,690,1435
KL30ED~1.JPG,2000,1500,plastic,1270,893,1338,935
KLAE85~1.JPG,2000,1500,plastic,26,352,62,373
KLAE85~1.JPG,2000,1500,plastic,674,1025,700,1044
KL994E~1.JPG,2000,1500,plastic,1880,1145,1935,1182
KL0D19~1.JPG,2000,1500,plastic,176,81,244,157
KL0D19~1.JPG,2000,1500,plastic,1208,0,1252,82
KL798C~1.JPG,2000,1500,plastic,914,161,938,184
KL63F3~1.JPG,2000,1500,plastic,563,1154,581,1172
KLA051~2.JPG,2000,1500,plastic,1869,305,1908,335
KLA051~2.JPG,2000,1500,plastic,1090,236,1133,285
KLF4C9~1.JPG,2000,1500,plastic,1821,728,1897,819
KLF4C9~1.JPG,2000,1500,plastic,1900,109,1948,155
KLF4C9~1.JPG,2000,1500,plastic,1725,44,1762,77
KLF4C9~1.JPG,2000,1500,plastic,1662,824,1749,942
KLF4C9~1.JPG,2000,1500,plastic,1628,606,1713,681
KLF4C9~1.JPG,2000,1500,plastic,1560,451,1609,518
KLF4C9~1.JPG,2000,1500,plastic,1440,403,1518,485
KLF4C9~1.JPG,2000,1500,plastic,678,309,750,376
KLF4C9~1.JPG,2000,1500,plastic,265,1381,376,1478
KLF4C9~1.JPG,2000,1500,plastic,446,1366,599,1481
KLF4C9~1.JPG,2000,1500,plastic,530,1299,602,1404
KLF4C9~1.JPG,2000,1500,plastic,409,1255,500,1339
KLF4C9~1.JPG,2000,1500,plastic,586,1201,658,1274
KLF4C9~1.JPG,2000,1500,plastic,1919,1085,2000,1224
KLF4C9~1.JPG,2000,1500,plastic,1891,1227,2000,1365
KLF4C9~1.JPG,2000,1500,plastic,1776,1418,1839,1473
KLF4C9~1.JPG,2000,1500,plastic,1593,911,1659,996
KLF4C9~1.JPG,2000,1500,plastic,1457,670,1500,739
KLF4C9~1.JPG,2000,1500,plastic,1511,618,1548,672
KLF4C9~1.JPG,2000,1500,plastic,1598,709,1662,779
KLAEC7~1.JPG,2000,1500,plastic,1816,814,1847,860
KLC2CD~1.JPG,2000,1500,plastic,639,1136,716,1220
KLC2CD~1.JPG,2000,1500,plastic,725,1276,801,1326
KLC2CD~1.JPG,2000,1500,plastic,4,910,52,959
KLC2CD~1.JPG,2000,1500,plastic,1262,1095,1334,1193
KLC2CD~1.JPG,2000,1500,plastic,1213,1029,1261,1095
KLC2CD~1.JPG,2000,1500,plastic,941,1063,989,1105
KLC2CD~1.JPG,2000,1500,plastic,1091,1237,1131,1278
KLC2CD~1.JPG,2000,1500,plastic,88,1175,179,1269
KLC2CD~1.JPG,2000,1500,plastic,1573,296,1630,326
KLC2CD~1.JPG,2000,1500,plastic,1307,866,1420,938
KLC2CD~1.JPG,2000,1500,plastic,1105,1092,1236,1228
KLC2CD~1.JPG,2000,1500,plastic,1012,1316,1123,1352
KLC2CD~1.JPG,2000,1500,plastic,1203,1313,1278,1344
KLC2CD~1.JPG,2000,1500,plastic,580,1438,631,1482
KLC2CD~1.JPG,2000,1500,plastic,492,1203,573,1253
KL7EC6~1.JPG,2000,1500,plastic,1710,962,1792,1023
KL0B18~1.JPG,2000,1500,plastic,1275,182,1317,246
KLAC8E~1.JPG,2000,1500,plastic,951,844,966,854
KL9A8C~1.JPG,2000,1500,plastic,1442,664,1485,700
KL9A8C~1.JPG,2000,1500,plastic,1252,1439,1321,1494
KL9A8C~1.JPG,2000,1500,plastic,678,607,702,634
KL9A8C~1.JPG,2000,1500,plastic,1792,601,1855,662
KL78A0~1.JPG,2000,1500,plastic,1364,1318,1392,1342
KLE403~1.JPG,2000,1500,plastic,819,396,841,415
KLE403~1.JPG,2000,1500,plastic,1858,96,1886,136
KLE403~1.JPG,2000,1500,plastic,620,72,657,108
KLE403~1.JPG,2000,1500,plastic,536,179,557,200
KLE403~1.JPG,2000,1500,plastic,749,1198,771,1213
KLE403~1.JPG,2000,1500,plastic,1550,1303,1583,1333
KL2FE0~1.JPG,2000,1500,plastic,1628,1203,1671,1500
KL2FE0~1.JPG,2000,1500,plastic,1665,1299,1728,1392
KL2FE0~1.JPG,2000,1500,plastic,1607,1278,1671,1389
KL2FE0~1.JPG,2000,1500,plastic,1741,1258,1816,1328
KL2FE0~1.JPG,2000,1500,plastic,1550,794,1619,858
KL2FE0~1.JPG,2000,1500,plastic,1408,745,1517,800
KL2FE0~1.JPG,2000,1500,plastic,677,866,717,899
KL2FE0~1.JPG,2000,1500,plastic,1857,197,1891,239
KL2FE0~1.JPG,2000,1500,plastic,1562,969,1584,1005
KL2FE0~1.JPG,2000,1500,plastic,1559,1067,1578,1098
KL2FE0~1.JPG,2000,1500,plastic,1547,466,1589,500
KLAF94~1.JPG,2000,1500,plastic,991,303,1086,388
KLAF94~1.JPG,2000,1500,plastic,1290,225,1359,312
KLAF94~1.JPG,2000,1500,plastic,0,252,131,533
KLAF94~1.JPG,2000,1500,plastic,0,924,161,1055
KLAF94~1.JPG,2000,1500,plastic,0,1226,279,1450
KLAF94~1.JPG,2000,1500,plastic,688,1202,930,1418
KLAF94~1.JPG,2000,1500,plastic,1107,1453,1257,1500
KLAF94~1.JPG,2000,1500,plastic,1820,753,1883,830
KLAF94~1.JPG,2000,1500,plastic,559,714,652,785
KLD7A6~1.JPG,2000,1500,plastic,235,1230,365,1350
KLD7A6~1.JPG,2000,1500,plastic,416,1113,513,1191
KLD7A6~1.JPG,2000,1500,plastic,433,1246,581,1378
KLD7A6~1.JPG,2000,1500,plastic,527,1176,605,1291
KLD7A6~1.JPG,2000,1500,plastic,590,1083,681,1176
KLD7A6~1.JPG,2000,1500,plastic,1541,365,1601,431
KLD7A6~1.JPG,2000,1500,plastic,1659,421,1704,493
KLD7A6~1.JPG,2000,1500,plastic,1625,508,1674,590
KLD7A6~1.JPG,2000,1500,plastic,1593,582,1654,643
KLD7A6~1.JPG,2000,1500,plastic,1536,618,1576,703
KLD7A6~1.JPG,2000,1500,plastic,1906,736,1973,806
KLD7A6~1.JPG,2000,1500,plastic,1717,794,1838,911
KLD7A6~1.JPG,2000,1500,plastic,1656,894,1714,961
KLD7A6~1.JPG,2000,1500,plastic,1921,1215,2000,1348
KLD7A6~1.JPG,2000,1500,plastic,1804,1418,1864,1472
KLD7A6~1.JPG,2000,1500,plastic,1891,842,1997,939
KLD7A6~1.JPG,2000,1500,plastic,765,189,844,240
KL5EF5~1.JPG,2000,1500,plastic,1449,8,1485,53
KL5EF5~1.JPG,2000,1500,plastic,1232,1400,1319,1481
KL3F5A~1.JPG,2000,1500,plastic,1105,5,1339,131
KL3F5A~1.JPG,2000,1500,plastic,862,62,881,93
KL3F5A~1.JPG,2000,1500,plastic,934,1216,1007,1264
KL3F5A~1.JPG,2000,1500,plastic,469,1043,527,1092
KL3F5A~1.JPG,2000,1500,plastic,546,758,565,803
KL3F5A~1.JPG,2000,1500,plastic,284,914,312,932
KL3F5A~1.JPG,2000,1500,plastic,949,1334,972,1396
KL3F5A~1.JPG,2000,1500,plastic,1673,1375,1812,1493
KL3F5A~1.JPG,2000,1500,plastic,731,1032,795,1062
KL3F5A~1.JPG,2000,1500,plastic,1798,104,1891,131
KL4782~1.JPG,2000,1500,plastic,1017,287,1134,399
KL4782~1.JPG,2000,1500,plastic,1295,227,1400,321
